date,symbol,currency,open,close,high,low,volume
2025-12-17,0132.HK,HKD,0.23,0.24,0.24,0.23,112000
2025-12-18,0132.HK,HKD,0.24,0.24,0.24,0.24,50000
2025-12-19,0132.HK,HKD,0.24,0.24,0.24,0.24,0
2025-12-22,0132.HK,HKD,0.24,0.24,0.24,0.24,100000
2025-12-23,0132.HK,HKD,0.24,0.24,0.24,0.24,0
2025-12-24,0132.HK,HKD,0.24,0.24,0.24,0.24,0
2025-12-29,0132.HK,HKD,0.24,0.24,0.24,0.24,0
2025-12-30,0132.HK,HKD,0.25,0.25,0.25,0.25,1000
2025-12-31,0132.HK,HKD,0.25,0.25,0.25,0.25,0
2026-01-02,0132.HK,HKD,0.23,0.23,0.24,0.23,601000
2026-01-05,0132.HK,HKD,0.23,0.23,0.23,0.22,171000
2026-01-06,0132.HK,HKD,0.23,0.23,0.23,0.23,0
2026-01-07,0132.HK,HKD,0.21,0.23,0.24,0.21,99000
2026-01-08,0132.HK,HKD,0.22,0.22,0.23,0.22,125000
2026-01-09,0132.HK,HKD,0.22,0.22,0.22,0.22,107000
2026-01-12,0132.HK,HKD,0.22,0.22,0.22,0.22,10000
2026-01-13,0132.HK,HKD,0.18,0.22,0.22,0.18,22000
2026-01-14,0132.HK,HKD,0.2,0.2,0.21,0.19,31866
2026-01-15,0132.HK,HKD,0.2,0.22,0.23,0.19,113000
2026-01-16,0132.HK,HKD,0.22,0.22,0.22,0.22,0
2026-01-19,0132.HK,HKD,0.22,0.22,0.22,0.22,0
2026-01-20,0132.HK,HKD,0.22,0.2,0.22,0.2,451000
2026-01-21,0132.HK,HKD,0.2,0.2,0.2,0.2,548000
2026-01-22,0132.HK,HKD,0.2,0.22,0.22,0.2,752000
2026-01-23,0132.HK,HKD,0.2,0.22,0.22,0.2,775000
2026-01-26,0132.HK,HKD,0.2,0.21,0.21,0.2,811000
2026-01-27,0132.HK,HKD,0.21,0.2,0.22,0.2,1357000
2026-01-28,0132.HK,HKD,0.2,0.2,0.2,0.2,0
2026-01-29,0132.HK,HKD,0.2,0.2,0.2,0.2,0
2026-01-30,0132.HK,HKD,0.2,0.2,0.2,0.2,228000
2026-02-02,0132.HK,HKD,0.2,0.2,0.2,0.2,30000
2026-02-03,0132.HK,HKD,0.21,0.21,0.21,0.21,1000
2026-02-04,0132.HK,HKD,0.2,0.21,0.21,0.2,51000
2026-02-05,0132.HK,HKD,0.2,0.2,0.2,0.2,50000
2026-02-06,0132.HK,HKD,0.2,0.22,0.22,0.2,51000
2026-02-09,0132.HK,HKD,0.2,0.2,0.2,0.2,93000
2026-02-10,0132.HK,HKD,0.2,0.2,0.2,0.2,50000
