date,symbol,currency,open,close,high,low,volume
2025-11-12,3442.HK,HKD,9.49,9.43,9.49,9.38,2642400
2025-11-13,3442.HK,HKD,9.5,9.44,9.5,9.28,13395800
2025-11-14,3442.HK,HKD,9.24,9.18,9.27,9.12,2660000
2025-11-17,3442.HK,HKD,9.2,9.19,9.22,9.11,988600
2025-11-18,3442.HK,HKD,9.13,8.99,9.13,8.93,910200
2025-11-19,3442.HK,HKD,8.98,8.98,8.98,8.83,778600
2025-11-20,3442.HK,HKD,9.02,8.97,9.09,8.9,1053600
2025-11-21,3442.HK,HKD,8.84,8.63,8.84,8.62,900000
2025-11-24,3442.HK,HKD,8.77,8.85,8.86,8.65,873400
2025-11-25,3442.HK,HKD,9.09,9.08,9.09,8.93,2296400
2025-11-26,3442.HK,HKD,9.03,9.07,9.09,9.01,966800
2025-11-27,3442.HK,HKD,9.12,9.04,9.12,9.03,879600
2025-11-28,3442.HK,HKD,9.07,9.06,9.1,8.99,333700
2025-12-01,3442.HK,HKD,9.0,9.04,9.12,9.0,913300
2025-12-02,3442.HK,HKD,9.09,9.05,9.09,9.02,398100
2025-12-03,3442.HK,HKD,9.04,8.97,9.04,8.97,1558300
2025-12-04,3442.HK,HKD,8.97,9.05,9.07,8.93,558900
2025-12-05,3442.HK,HKD,9.05,9.12,9.13,9.03,516100
2025-12-08,3442.HK,HKD,9.19,9.13,9.19,9.11,873800
2025-12-09,3442.HK,HKD,9.16,8.99,9.16,8.97,808600
2025-12-10,3442.HK,HKD,8.98,9.01,9.02,8.93,683400
2025-12-11,3442.HK,HKD,9.04,8.93,9.05,8.93,752400
2025-12-12,3442.HK,HKD,8.99,9.04,9.07,8.96,681900
2025-12-15,3442.HK,HKD,8.87,8.88,8.99,8.86,299000
2025-12-16,3442.HK,HKD,8.88,8.74,8.88,8.66,1415100
2025-12-17,3442.HK,HKD,8.79,8.87,8.87,8.75,399400
2025-12-18,3442.HK,HKD,8.8,8.77,8.85,8.7,436400
2025-12-19,3442.HK,HKD,8.81,8.88,8.89,8.81,188800
2025-12-22,3442.HK,HKD,8.65,8.94,9.0,8.65,344301
2025-12-23,3442.HK,HKD,8.94,8.9,8.99,8.88,267800
2025-12-24,3442.HK,HKD,8.99,8.96,8.99,8.94,328800
2025-12-29,3442.HK,HKD,8.99,8.94,9.06,8.94,714400
2025-12-30,3442.HK,HKD,8.92,8.97,9.01,8.92,143000
2025-12-31,3442.HK,HKD,8.96,8.92,8.96,8.87,188900
2026-01-02,3442.HK,HKD,8.99,9.12,9.15,8.99,105500
2026-01-05,3442.HK,HKD,9.12,9.12,9.15,9.08,458900
2026-01-06,3442.HK,HKD,9.15,9.21,9.26,9.15,571900
2026-01-07,3442.HK,HKD,9.21,9.1,9.21,9.05,707600
2026-01-08,3442.HK,HKD,9.1,9.04,9.1,8.98,324800
2026-01-09,3442.HK,HKD,9.06,9.08,9.12,9.05,309800
2026-01-12,3442.HK,HKD,9.1,9.27,9.27,9.09,1213300
2026-01-13,3442.HK,HKD,9.31,9.28,9.49,9.24,979300
2026-01-14,3442.HK,HKD,9.37,9.38,9.41,9.3,614600
2026-01-15,3442.HK,HKD,9.31,9.32,9.37,9.26,631000
2026-01-16,3442.HK,HKD,9.36,9.3,9.42,9.29,540500
2026-01-19,3442.HK,HKD,9.3,9.16,9.3,9.14,551400
2026-01-20,3442.HK,HKD,9.13,9.04,9.16,9.03,476400
2026-01-21,3442.HK,HKD,9.05,9.07,9.12,8.97,194900
2026-01-22,3442.HK,HKD,9.12,9.1,9.23,9.08,198600
2026-01-23,3442.HK,HKD,9.36,9.23,9.36,9.18,176600
2026-01-26,3442.HK,HKD,9.23,9.13,9.23,9.09,228500
2026-01-27,3442.HK,HKD,9.16,9.24,9.24,9.13,219700
2026-01-28,3442.HK,HKD,9.25,9.43,9.44,9.25,461600
2026-01-29,3442.HK,HKD,9.41,9.37,9.45,9.36,211200
2026-01-30,3442.HK,HKD,9.34,9.2,9.37,9.19,441100
2026-02-02,3442.HK,HKD,9.18,8.93,9.2,8.87,693800
2026-02-03,3442.HK,HKD,8.96,8.97,9.04,8.82,338400
2026-02-04,3442.HK,HKD,8.94,8.88,8.99,8.76,681700
2026-02-05,3442.HK,HKD,8.84,8.78,8.84,8.63,557100
2026-02-06,3442.HK,HKD,8.69,8.61,8.69,8.5,745000
