date,symbol,currency,open,close,high,low,volume
2025-12-17,0337.HK,HKD,0.19,0.19,0.2,0.19,1972000
2025-12-18,0337.HK,HKD,0.19,0.2,0.2,0.19,324000
2025-12-19,0337.HK,HKD,0.19,0.19,0.2,0.19,2418000
2025-12-22,0337.HK,HKD,0.19,0.2,0.2,0.19,128000
2025-12-23,0337.HK,HKD,0.2,0.2,0.2,0.18,1280000
2025-12-24,0337.HK,HKD,0.2,0.21,0.21,0.2,3673000
2025-12-29,0337.HK,HKD,0.21,0.22,0.22,0.21,3770000
2025-12-30,0337.HK,HKD,0.22,0.22,0.22,0.22,3661000
2025-12-31,0337.HK,HKD,0.22,0.22,0.23,0.22,1754000
2026-01-02,0337.HK,HKD,0.22,0.23,0.24,0.22,5134000
2026-01-05,0337.HK,HKD,0.23,0.22,0.24,0.22,3018400
2026-01-06,0337.HK,HKD,0.22,0.23,0.24,0.22,6474000
2026-01-07,0337.HK,HKD,0.23,0.23,0.23,0.23,377000
2026-01-08,0337.HK,HKD,0.22,0.22,0.22,0.22,885000
2026-01-09,0337.HK,HKD,0.22,0.23,0.24,0.22,4751000
2026-01-12,0337.HK,HKD,0.23,0.23,0.23,0.23,1607000
2026-01-13,0337.HK,HKD,0.23,0.23,0.24,0.23,1921000
2026-01-14,0337.HK,HKD,0.23,0.23,0.23,0.22,2656000
2026-01-15,0337.HK,HKD,0.23,0.23,0.23,0.23,1044000
2026-01-16,0337.HK,HKD,0.23,0.23,0.23,0.23,580000
2026-01-19,0337.HK,HKD,0.23,0.23,0.23,0.23,298000
2026-01-20,0337.HK,HKD,0.23,0.23,0.23,0.23,284000
2026-01-21,0337.HK,HKD,0.22,0.22,0.22,0.22,1108000
2026-01-22,0337.HK,HKD,0.21,0.2,0.21,0.2,2709000
2026-01-23,0337.HK,HKD,0.2,0.21,0.21,0.2,1355000
2026-01-26,0337.HK,HKD,0.21,0.2,0.21,0.2,2882000
2026-01-27,0337.HK,HKD,0.2,0.2,0.21,0.2,495400
2026-01-28,0337.HK,HKD,0.2,0.21,0.22,0.2,1887000
2026-01-29,0337.HK,HKD,0.21,0.24,0.28,0.21,16981125
2026-01-30,0337.HK,HKD,0.24,0.23,0.24,0.23,4160025
2026-02-02,0337.HK,HKD,0.23,0.22,0.23,0.22,4107000
2026-02-03,0337.HK,HKD,0.22,0.23,0.23,0.22,2273410
2026-02-04,0337.HK,HKD,0.22,0.23,0.23,0.22,2090000
2026-02-05,0337.HK,HKD,0.23,0.22,0.23,0.22,1061000
2026-02-06,0337.HK,HKD,0.22,0.23,0.23,0.22,2264000
2026-02-09,0337.HK,HKD,0.23,0.23,0.24,0.23,1678000
2026-02-10,0337.HK,HKD,0.23,0.23,0.23,0.22,1056000
2026-02-11,0337.HK,HKD,0.23,0.22,0.24,0.22,1095000
2026-02-12,0337.HK,HKD,0.23,0.23,0.23,0.22,1446000
2026-02-13,0337.HK,HKD,0.23,0.23,0.23,0.23,328000
2026-02-16,0337.HK,HKD,0.23,0.23,0.23,0.22,224000
2026-02-20,0337.HK,HKD,0.22,0.22,0.23,0.22,274000
