date,symbol,currency,open,close,high,low,volume
2025-12-17,0266.HK,HKD,2.06,2.06,2.06,2.06,0
2025-12-18,0266.HK,HKD,2.06,2.06,2.06,2.06,4000
2025-12-19,0266.HK,HKD,2.09,2.09,2.09,2.09,4000
2025-12-22,0266.HK,HKD,2.09,2.09,2.09,2.09,0
2025-12-23,0266.HK,HKD,2.09,2.09,2.09,2.09,0
2025-12-24,0266.HK,HKD,2.09,2.09,2.09,2.09,0
2025-12-29,0266.HK,HKD,2.05,2.05,2.05,2.05,50000
2025-12-30,0266.HK,HKD,2.05,2.04,2.05,2.04,20000
2025-12-31,0266.HK,HKD,2.04,2.04,2.04,2.04,0
2026-01-02,0266.HK,HKD,2.04,2.04,2.04,2.04,6000
2026-01-05,0266.HK,HKD,2.04,2.04,2.04,2.04,0
2026-01-06,0266.HK,HKD,2.03,2.03,2.03,2.03,30000
2026-01-07,0266.HK,HKD,2.03,2.03,2.03,2.03,0
2026-01-08,0266.HK,HKD,2.03,2.03,2.03,2.03,0
2026-01-09,0266.HK,HKD,2.0,2.0,2.0,2.0,11216
2026-01-12,0266.HK,HKD,2.04,2.04,2.04,2.04,0
2026-01-13,0266.HK,HKD,2.02,2.05,2.05,2.02,14000
2026-01-14,0266.HK,HKD,2.05,2.05,2.05,2.05,34000
2026-01-15,0266.HK,HKD,2.05,2.05,2.05,2.05,0
2026-01-16,0266.HK,HKD,2.05,2.05,2.05,2.05,20000
2026-01-19,0266.HK,HKD,2.05,2.05,2.05,2.05,0
2026-01-20,0266.HK,HKD,2.03,2.03,2.03,2.03,112096
2026-01-21,0266.HK,HKD,2.03,2.03,2.05,2.03,220000
2026-01-22,0266.HK,HKD,2.0,2.03,2.03,2.0,180000
2026-01-23,0266.HK,HKD,2.03,2.03,2.03,2.03,0
2026-01-26,0266.HK,HKD,2.05,2.06,2.06,2.05,18000
2026-01-27,0266.HK,HKD,2.05,2.05,2.05,2.05,60000
2026-01-28,0266.HK,HKD,2.06,2.13,2.13,2.06,78000
2026-01-29,0266.HK,HKD,2.15,2.15,2.15,2.15,10000
2026-01-30,0266.HK,HKD,2.15,2.15,2.15,2.15,0
2026-02-02,0266.HK,HKD,2.05,2.05,2.05,2.05,4000
2026-02-03,0266.HK,HKD,2.05,2.05,2.05,2.05,0
2026-02-04,0266.HK,HKD,2.05,2.05,2.05,2.05,0
2026-02-05,0266.HK,HKD,2.05,2.05,2.05,2.05,0
2026-02-06,0266.HK,HKD,2.05,2.01,2.05,2.01,102000
2026-02-09,0266.HK,HKD,2.04,2.03,2.04,2.02,46668
2026-02-10,0266.HK,HKD,2.1,2.05,2.1,2.05,52000
2026-02-11,0266.HK,HKD,2.05,2.05,2.05,2.05,0
2026-02-12,0266.HK,HKD,2.05,2.05,2.05,2.05,2000
2026-02-13,0266.HK,HKD,2.05,2.05,2.05,2.05,14000
2026-02-16,0266.HK,HKD,2.05,2.05,2.05,2.05,0
2026-02-20,0266.HK,HKD,2.06,2.06,2.06,2.06,16000
