date,symbol,currency,open,close,high,low,volume
2025-11-12,6055.HK,HKD,37.22,39.3,39.56,36.76,4459703
2025-11-13,6055.HK,HKD,39.7,38.72,40.0,38.2,2945300
2025-11-14,6055.HK,HKD,38.7,37.84,39.6,37.72,2146000
2025-11-17,6055.HK,HKD,37.6,37.24,37.7,36.78,1602100
2025-11-18,6055.HK,HKD,36.52,36.74,37.18,36.52,1483300
2025-11-19,6055.HK,HKD,37.38,35.86,37.48,35.14,2775000
2025-11-20,6055.HK,HKD,35.86,34.48,36.06,34.38,4465246
2025-11-21,6055.HK,HKD,33.88,33.24,34.46,32.94,6355800
2025-11-24,6055.HK,HKD,33.7,33.82,33.9,33.1,1864105
2025-11-25,6055.HK,HKD,34.58,34.92,35.38,33.88,2267000
2025-11-26,6055.HK,HKD,34.92,34.94,35.48,34.62,811000
2025-11-27,6055.HK,HKD,35.0,34.98,35.6,34.66,820650
2025-11-28,6055.HK,HKD,34.98,35.22,35.28,34.7,469000
2025-12-01,6055.HK,HKD,35.92,34.92,35.92,34.5,904000
2025-12-02,6055.HK,HKD,34.92,34.78,35.2,34.3,616000
2025-12-03,6055.HK,HKD,34.78,34.32,34.8,34.18,808011
2025-12-04,6055.HK,HKD,34.62,34.58,34.62,34.1,701000
2025-12-05,6055.HK,HKD,34.58,34.4,34.58,34.08,840000
2025-12-08,6055.HK,HKD,34.6,34.12,34.6,33.98,983000
2025-12-09,6055.HK,HKD,34.12,33.68,34.3,33.6,816000
2025-12-10,6055.HK,HKD,33.66,33.28,33.66,32.94,1167000
2025-12-11,6055.HK,HKD,33.08,33.52,33.76,33.02,1219300
2025-12-12,6055.HK,HKD,33.52,33.32,34.0,32.96,1121000
2025-12-15,6055.HK,HKD,32.5,33.08,33.52,32.5,1559590
2025-12-16,6055.HK,HKD,32.72,32.88,33.08,32.22,1175000
2025-12-17,6055.HK,HKD,32.8,32.72,33.0,31.86,1879000
2025-12-18,6055.HK,HKD,32.56,32.32,32.56,32.0,862000
2025-12-19,6055.HK,HKD,32.08,34.48,35.34,32.08,3713000
2025-12-22,6055.HK,HKD,35.3,35.02,35.36,34.5,1442000
2025-12-23,6055.HK,HKD,35.08,34.76,35.4,34.54,606000
2025-12-24,6055.HK,HKD,34.4,34.8,35.48,34.4,569283
