date,symbol,currency,open,close,high,low,volume
2025-11-12,3858.HK,HKD,37.18,36.74,38.48,36.32,772800
2025-11-13,3858.HK,HKD,36.38,36.0,36.56,35.6,1232800
2025-11-14,3858.HK,HKD,36.1,35.68,36.1,35.32,839601
2025-11-17,3858.HK,HKD,35.66,34.0,35.68,33.22,1071400
2025-11-18,3858.HK,HKD,34.02,32.5,34.56,32.04,1612900
2025-11-19,3858.HK,HKD,32.46,31.16,33.28,30.1,2611200
2025-11-20,3858.HK,HKD,31.18,32.42,32.94,31.18,1042000
2025-11-21,3858.HK,HKD,31.8,31.76,33.1,31.3,1873200
2025-11-24,3858.HK,HKD,32.22,30.74,32.22,30.6,2794400
2025-11-25,3858.HK,HKD,31.5,32.5,34.18,31.5,1439600
2025-11-26,3858.HK,HKD,32.56,33.5,33.66,31.82,1178980
2025-11-27,3858.HK,HKD,33.5,33.04,33.5,32.46,918402
2025-11-28,3858.HK,HKD,32.84,35.5,35.62,32.66,959601
2025-12-01,3858.HK,HKD,35.58,36.06,36.88,35.42,1235200
2025-12-02,3858.HK,HKD,35.96,35.36,35.96,34.8,466300
2025-12-03,3858.HK,HKD,35.34,35.36,35.7,34.3,761600
2025-12-04,3858.HK,HKD,35.8,36.0,36.66,35.5,877201
2025-12-05,3858.HK,HKD,35.7,37.1,37.2,35.7,858400
2025-12-08,3858.HK,HKD,37.1,36.88,37.1,35.8,1002400
2025-12-09,3858.HK,HKD,36.88,35.8,37.14,35.28,886800
2025-12-10,3858.HK,HKD,35.8,38.7,38.8,35.58,915800
2025-12-11,3858.HK,HKD,38.72,36.72,39.5,36.6,764040
2025-12-12,3858.HK,HKD,36.92,38.6,38.86,36.92,1080400
2025-12-15,3858.HK,HKD,38.76,41.32,41.8,38.3,1997200
2025-12-16,3858.HK,HKD,40.9,39.24,40.9,38.5,970848
2025-12-17,3858.HK,HKD,39.24,43.0,43.46,38.86,2201500
2025-12-18,3858.HK,HKD,43.22,42.72,44.38,41.56,1020012
2025-12-19,3858.HK,HKD,42.74,43.14,43.8,41.68,546405
2025-12-22,3858.HK,HKD,43.0,48.64,49.0,43.0,2487086
2025-12-23,3858.HK,HKD,51.3,49.78,51.3,47.0,1260300
2025-12-24,3858.HK,HKD,51.0,49.54,51.65,49.04,1047514
2025-12-29,3858.HK,HKD,49.9,45.84,50.0,45.14,1864750
2025-12-30,3858.HK,HKD,45.84,46.84,48.44,44.48,1208400
2025-12-31,3858.HK,HKD,45.8,46.7,48.04,45.8,664800
2026-01-02,3858.HK,HKD,46.7,48.76,49.0,46.7,418800
2026-01-05,3858.HK,HKD,48.76,49.24,50.1,47.92,698406
2026-01-06,3858.HK,HKD,49.24,52.0,52.3,48.74,1722860
2026-01-07,3858.HK,HKD,52.95,54.1,56.15,51.45,1748400
2026-01-08,3858.HK,HKD,54.1,54.8,55.75,52.85,1321201
2026-01-09,3858.HK,HKD,54.5,58.4,58.7,54.0,2677212
2026-01-12,3858.HK,HKD,58.4,58.35,61.5,57.65,1696510
2026-01-13,3858.HK,HKD,58.9,59.7,60.95,57.9,1662033
2026-01-14,3858.HK,HKD,60.05,64.0,65.35,58.85,1529400
2026-01-15,3858.HK,HKD,65.7,68.95,70.0,64.7,1832400
