date,symbol,currency,open,close,high,low,volume
2025-12-17,0130.HK,HKD,0.15,0.15,0.15,0.15,0
2025-12-18,0130.HK,HKD,0.15,0.15,0.15,0.15,8000
2025-12-19,0130.HK,HKD,0.15,0.16,0.16,0.15,56000
2025-12-22,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2025-12-23,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2025-12-24,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2025-12-29,0130.HK,HKD,0.15,0.15,0.15,0.15,10000
2025-12-30,0130.HK,HKD,0.15,0.15,0.15,0.15,0
2025-12-31,0130.HK,HKD,0.15,0.15,0.15,0.15,0
2026-01-02,0130.HK,HKD,0.15,0.15,0.15,0.15,0
2026-01-05,0130.HK,HKD,0.16,0.16,0.16,0.16,200000
2026-01-06,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2026-01-07,0130.HK,HKD,0.17,0.15,0.17,0.15,938000
2026-01-08,0130.HK,HKD,0.15,0.15,0.15,0.15,60000
2026-01-09,0130.HK,HKD,0.16,0.16,0.16,0.16,182000
2026-01-12,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2026-01-13,0130.HK,HKD,0.17,0.17,0.17,0.16,476000
2026-01-14,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-01-15,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-01-16,0130.HK,HKD,0.17,0.16,0.17,0.16,990000
2026-01-19,0130.HK,HKD,0.17,0.17,0.17,0.16,256000
2026-01-20,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-01-21,0130.HK,HKD,0.16,0.17,0.17,0.16,2000
2026-01-22,0130.HK,HKD,0.17,0.17,0.17,0.17,102000
2026-01-23,0130.HK,HKD,0.17,0.18,0.18,0.17,18000
2026-01-26,0130.HK,HKD,0.18,0.18,0.18,0.18,200000
2026-01-27,0130.HK,HKD,0.18,0.18,0.18,0.18,80000
2026-01-28,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-01-29,0130.HK,HKD,0.17,0.18,0.18,0.16,552000
2026-01-30,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-02-02,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-02-03,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-02-04,0130.HK,HKD,0.18,0.17,0.18,0.17,108000
2026-02-05,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-02-06,0130.HK,HKD,0.17,0.17,0.17,0.17,2000
2026-02-09,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-02-10,0130.HK,HKD,0.17,0.18,0.18,0.17,28000
2026-02-11,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-02-12,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-02-13,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-02-16,0130.HK,HKD,0.18,0.19,0.19,0.18,36000
2026-02-20,0130.HK,HKD,0.19,0.19,0.19,0.19,0
2026-02-23,0130.HK,HKD,0.18,0.18,0.18,0.18,30000
2026-02-24,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-02-25,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-02-26,0130.HK,HKD,0.18,0.18,0.18,0.18,62000
2026-02-27,0130.HK,HKD,0.18,0.18,0.18,0.18,112000
2026-03-02,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-03-03,0130.HK,HKD,0.18,0.18,0.18,0.18,40000
2026-03-04,0130.HK,HKD,0.18,0.18,0.18,0.18,62000
2026-03-05,0130.HK,HKD,0.18,0.18,0.18,0.18,32000
2026-03-06,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-03-09,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-03-10,0130.HK,HKD,0.18,0.18,0.18,0.18,4000
2026-03-11,0130.HK,HKD,0.18,0.18,0.18,0.18,70000
2026-03-12,0130.HK,HKD,0.18,0.18,0.18,0.18,80000
2026-03-13,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-03-16,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-03-17,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-03-18,0130.HK,HKD,0.18,0.18,0.18,0.18,2000
2026-03-19,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-03-20,0130.HK,HKD,0.18,0.18,0.18,0.18,0
2026-03-23,0130.HK,HKD,0.17,0.17,0.17,0.17,120000
2026-03-24,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-03-25,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-03-26,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-03-27,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-03-30,0130.HK,HKD,0.17,0.17,0.17,0.17,0
2026-03-31,0130.HK,HKD,0.15,0.16,0.16,0.15,4000
2026-04-01,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2026-04-02,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2026-04-08,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2026-04-09,0130.HK,HKD,0.15,0.16,0.16,0.15,12000
2026-04-10,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2026-04-13,0130.HK,HKD,0.16,0.16,0.16,0.16,0
2026-04-14,0130.HK,HKD,0.16,0.16,0.16,0.16,400000
2026-04-15,0130.HK,HKD,0.18,0.18,0.18,0.18,38000
2026-04-16,0130.HK,HKD,0.18,0.18,0.18,0.18,138000
