date,symbol,currency,open,close,high,low,volume
2025-11-12,1816.HK,HKD,3.11,3.08,3.13,3.04,53255338
2025-11-13,1816.HK,HKD,3.09,3.07,3.09,3.04,34918033
2025-11-14,1816.HK,HKD,3.07,3.03,3.09,3.02,50903294
2025-11-17,1816.HK,HKD,3.04,3.01,3.04,2.98,57372978
2025-11-18,1816.HK,HKD,3.01,3.0,3.01,2.96,42968629
2025-11-19,1816.HK,HKD,2.98,2.96,2.99,2.95,51183348
2025-11-20,1816.HK,HKD,2.99,3.01,3.03,2.97,50404454
2025-11-21,1816.HK,HKD,3.0,2.98,3.01,2.95,42955514
2025-11-24,1816.HK,HKD,2.99,2.99,2.99,2.94,90446871
2025-11-25,1816.HK,HKD,2.99,3.02,3.04,2.98,28574672
2025-11-26,1816.HK,HKD,3.02,3.02,3.06,3.01,24699046
2025-11-27,1816.HK,HKD,3.03,3.03,3.05,3.02,13069033
2025-11-28,1816.HK,HKD,3.05,3.03,3.05,3.0,18201033
2025-12-01,1816.HK,HKD,3.04,3.09,3.09,3.02,39087565
2025-12-02,1816.HK,HKD,3.09,3.1,3.13,3.05,83602482
2025-12-03,1816.HK,HKD,3.1,3.08,3.1,3.05,39549040
2025-12-04,1816.HK,HKD,3.1,3.08,3.11,3.06,20938962
2025-12-05,1816.HK,HKD,3.08,3.08,3.09,3.04,20538261
2025-12-08,1816.HK,HKD,3.08,3.05,3.09,3.04,24926027
2025-12-09,1816.HK,HKD,3.07,3.02,3.07,2.99,54688033
2025-12-10,1816.HK,HKD,3.03,2.95,3.03,2.92,40342894
2025-12-11,1816.HK,HKD,2.95,2.91,2.97,2.88,54040861
2025-12-12,1816.HK,HKD,2.91,2.93,2.94,2.88,37919675
2025-12-15,1816.HK,HKD,2.93,2.94,2.97,2.91,58670372
2025-12-16,1816.HK,HKD,2.95,2.91,2.96,2.86,47059004
2025-12-17,1816.HK,HKD,2.9,2.9,2.91,2.87,32877033
2025-12-18,1816.HK,HKD,2.91,2.95,2.96,2.89,40445633
2025-12-19,1816.HK,HKD,2.95,2.93,2.99,2.93,80604199
2025-12-22,1816.HK,HKD,2.98,2.93,3.05,2.93,54923888
2025-12-23,1816.HK,HKD,2.95,2.95,2.99,2.94,19912387
2025-12-24,1816.HK,HKD,2.95,3.01,3.01,2.94,29979232
2025-12-29,1816.HK,HKD,3.02,3.0,3.02,2.96,67467995
2025-12-30,1816.HK,HKD,3.0,2.92,3.0,2.91,79446563
2025-12-31,1816.HK,HKD,2.92,2.93,2.95,2.92,27825400
2026-01-02,1816.HK,HKD,2.93,2.96,2.97,2.93,8701993
2026-01-05,1816.HK,HKD,2.96,3.01,3.03,2.95,75670599
2026-01-06,1816.HK,HKD,3.03,3.0,3.05,2.97,79732556
