date,symbol,currency,open,close,high,low,volume
2025-11-12,0941.HK,HKD,88.8,88.85,88.9,88.15,22984031
2025-11-13,0941.HK,HKD,88.85,87.85,88.85,87.4,23474226
2025-11-14,0941.HK,HKD,87.5,87.5,87.7,87.25,14294890
2025-11-17,0941.HK,HKD,87.35,86.75,87.5,86.55,15518851
2025-11-18,0941.HK,HKD,86.5,86.8,86.8,86.1,13656501
2025-11-19,0941.HK,HKD,87.0,86.35,87.15,86.35,14578374
2025-11-20,0941.HK,HKD,86.5,86.5,86.85,86.35,13929467
2025-11-21,0941.HK,HKD,86.5,86.0,86.9,85.8,18020369
2025-11-24,0941.HK,HKD,86.2,87.6,87.6,86.2,17025806
2025-11-25,0941.HK,HKD,87.4,87.25,87.65,87.0,16145679
2025-11-26,0941.HK,HKD,87.5,87.35,88.15,87.35,13153847
2025-11-27,0941.HK,HKD,87.35,87.25,87.55,86.7,15433105
2025-11-28,0941.HK,HKD,87.25,87.3,87.4,86.9,10578710
2025-12-01,0941.HK,HKD,87.25,87.75,87.85,87.1,10513559
2025-12-02,0941.HK,HKD,87.75,87.8,88.2,87.7,10421387
2025-12-03,0941.HK,HKD,87.8,86.85,87.8,86.75,11391800
2025-12-04,0941.HK,HKD,86.75,87.0,87.25,86.35,6271768
2025-12-05,0941.HK,HKD,87.0,87.15,87.2,86.4,12066843
2025-12-08,0941.HK,HKD,87.0,86.15,87.2,86.05,12006233
2025-12-09,0941.HK,HKD,86.15,86.0,86.4,85.85,14330459
2025-12-10,0941.HK,HKD,86.0,85.65,86.15,85.5,16254582
2025-12-11,0941.HK,HKD,86.0,85.65,86.05,85.4,13091794
2025-12-12,0941.HK,HKD,85.85,86.5,86.7,85.85,16616585
2025-12-15,0941.HK,HKD,86.35,85.1,86.35,85.0,25479494
2025-12-16,0941.HK,HKD,85.2,84.3,85.45,84.15,21296107
2025-12-17,0941.HK,HKD,84.4,84.45,84.8,83.75,19569015
2025-12-18,0941.HK,HKD,84.1,84.05,84.55,83.35,31424240
2025-12-19,0941.HK,HKD,84.2,83.9,84.8,83.6,29711522
2025-12-22,0941.HK,HKD,84.2,83.7,84.45,83.5,23194860
2025-12-23,0941.HK,HKD,84.0,82.85,84.3,82.6,43756664
2025-12-24,0941.HK,HKD,82.9,82.8,83.2,81.8,20126062
2025-12-29,0941.HK,HKD,83.0,81.8,83.7,81.6,37497948
2025-12-30,0941.HK,HKD,81.8,82.1,82.75,81.7,31891793
2025-12-31,0941.HK,HKD,82.0,81.7,82.2,81.45,13198633
2026-01-02,0941.HK,HKD,82.0,83.45,83.5,81.85,12099293
2026-01-05,0941.HK,HKD,83.45,82.3,83.55,82.2,25619085
2026-01-06,0941.HK,HKD,82.5,82.2,82.85,82.0,28378790
2026-01-07,0941.HK,HKD,82.25,81.4,82.5,81.35,33232052
2026-01-08,0941.HK,HKD,81.4,80.95,81.7,80.65,28684082
2026-01-09,0941.HK,HKD,81.15,80.95,81.4,80.75,20208076
2026-01-12,0941.HK,HKD,81.4,81.15,81.4,80.5,30960030
2026-01-13,0941.HK,HKD,81.15,80.95,81.9,80.9,28337382
2026-01-14,0941.HK,HKD,81.0,80.8,81.2,80.55,29654156
2026-01-15,0941.HK,HKD,81.0,80.6,81.3,80.3,30045044
2026-01-16,0941.HK,HKD,80.9,80.1,81.3,79.9,36448893
2026-01-19,0941.HK,HKD,79.7,79.3,79.8,79.15,33017992
2026-01-20,0941.HK,HKD,79.5,79.3,79.75,79.15,30312508
2026-01-21,0941.HK,HKD,79.35,79.2,79.45,78.1,43502967
2026-01-22,0941.HK,HKD,79.4,79.0,79.6,78.7,27628663
2026-01-23,0941.HK,HKD,79.35,79.5,80.0,78.55,30422796
2026-01-26,0941.HK,HKD,79.55,78.8,79.75,78.5,31825796
2026-01-27,0941.HK,HKD,78.9,78.5,79.45,78.3,45016622
2026-01-28,0941.HK,HKD,78.6,80.9,81.4,78.4,62936865
2026-01-29,0941.HK,HKD,80.9,80.9,81.05,80.25,35401273
2026-01-30,0941.HK,HKD,80.9,79.8,80.9,79.35,37668381
2026-02-02,0941.HK,HKD,78.0,78.0,78.0,75.85,90641807
2026-02-03,0941.HK,HKD,78.0,78.3,78.85,77.9,32396888
2026-02-04,0941.HK,HKD,78.5,79.35,79.95,78.35,27453347
2026-02-05,0941.HK,HKD,79.15,80.4,80.65,78.85,24531084
2026-02-06,0941.HK,HKD,80.0,80.2,80.25,79.65,20535109
2026-02-09,0941.HK,HKD,80.5,78.5,80.55,78.3,44726876
2026-02-10,0941.HK,HKD,78.45,78.4,78.9,78.0,22568054
2026-02-11,0941.HK,HKD,78.55,78.45,78.65,78.3,18729447
2026-02-12,0941.HK,HKD,78.6,78.2,78.75,78.2,19808886
2026-02-13,0941.HK,HKD,78.1,78.2,78.5,78.0,22210375
2026-02-16,0941.HK,HKD,78.35,78.4,78.7,78.35,4964712
2026-02-20,0941.HK,HKD,78.65,78.5,79.2,78.5,8058562
2026-02-23,0941.HK,HKD,79.0,79.45,79.8,79.0,8608883
2026-02-24,0941.HK,HKD,79.2,79.05,79.6,78.85,14548017
2026-02-25,0941.HK,HKD,79.55,79.3,79.7,79.05,13267964
2026-02-26,0941.HK,HKD,79.35,78.6,79.7,78.6,17159457
2026-02-27,0941.HK,HKD,78.6,79.3,79.3,78.6,12106008
2026-03-02,0941.HK,HKD,78.55,78.65,79.15,78.45,23148973
2026-03-03,0941.HK,HKD,78.8,78.7,79.2,78.55,17606802
2026-03-04,0941.HK,HKD,78.3,78.3,78.5,77.8,26273790
2026-03-05,0941.HK,HKD,78.3,78.3,78.95,77.9,18404585
2026-03-06,0941.HK,HKD,78.45,78.95,79.15,78.35,21789340
2026-03-09,0941.HK,HKD,78.3,78.35,78.6,77.4,29388381
2026-03-10,0941.HK,HKD,79.0,78.8,79.0,78.1,14965124
2026-03-11,0941.HK,HKD,78.95,79.0,79.1,78.7,13768128
2026-03-12,0941.HK,HKD,79.05,79.0,79.4,78.15,16192140
2026-03-13,0941.HK,HKD,78.9,79.95,79.95,78.6,24956184
2026-03-16,0941.HK,HKD,80.0,80.1,80.55,79.7,21680048
2026-03-17,0941.HK,HKD,80.35,80.0,80.85,79.8,17605917
2026-03-18,0941.HK,HKD,79.8,79.95,80.1,79.3,15708837
2026-03-19,0941.HK,HKD,79.1,79.8,79.95,79.1,17035689
2026-03-20,0941.HK,HKD,79.65,78.8,79.8,78.15,30115279
2026-03-23,0941.HK,HKD,78.2,77.85,78.7,77.2,32302543
2026-03-24,0941.HK,HKD,78.5,78.0,78.9,77.5,34656186
2026-03-25,0941.HK,HKD,78.0,77.5,78.25,77.4,33902233
2026-03-26,0941.HK,HKD,77.45,77.5,77.7,76.85,31266950
2026-03-27,0941.HK,HKD,77.5,78.05,78.35,77.1,25590929
2026-03-30,0941.HK,HKD,77.7,78.35,78.6,77.15,22877225
